iteration;agentId;positionBefore;positionAfter;personalBest;personalBestFitness;globalBest;globalBestFitness;popAvgFitness;popStdDev;distToOptimum
16;5;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;21.98062557936192;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;29.82919232200773
16;6;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;19.53572108881212;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;14.53627019671409
16;7;21.16695567108183 -1.129700489265080;21.16695567108183 -1.129700489265080;21.16695567108183 -1.129700489265080;19.91235627929372;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;21.19708082677870
16;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;43.85027399923015
16;9;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;13.69956412512603;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;7.671230711659621
16;10;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;21.52050898379198;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;34.28340248200496
16;11;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;20.40630493096825;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;24.56291501990514
16;12;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;18.49497479378925;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;17.20860343452430
16;13;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;21.11418330688964;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;29.46199530897836
16;14;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;18.95880385204291;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;20.63724917546790
16;15;-10.73095909436770 -7.817546746394942;-10.18141520381865 -7.925532297628481;-10.18141520381865 -7.925532297628481;17.56756936787333;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;12.90252989740004
16;16;-14.01351399458314 14.48576293514566;-14.01351399458314 14.48576293514566;-14.01351399458314 14.48576293514566;20.56156651490194;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;20.15479849290529
16;17;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;21.01303470681580;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;29.55937647356441
16;18;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;14.77915653623989;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;9.459075291730533
16;19;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;21.95405449236174;-1.661662655478228 2.192411774975142;8.247060496256562;19.29029932129768;3.235420040452720;38.15875754883434
17;0;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;20.56989681496528;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;18.91570446807679
17;1;3.815025211754132 21.16086662814876;3.815025211754132 21.16086662814876;4.058386101385703 20.96663532214607;19.14171099827978;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;21.50201604084183
17;2;-29.53904670121764 8.488089202411631;-29.53904670121764 8.488089202411631;-30.13427440820803 8.463993963484953;21.62266303317064;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;30.73439341071845
17;3;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;20.14075206974853;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;15.59053277487532
17;4;-1.815012060851916 2.487332980941444;-1.815012060851916 2.487332980941444;-1.661662655478228 2.192411774975142;8.247060496256562;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;3.079138538474190
17;5;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;21.98062557936192;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;29.82919232200773
17;6;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;19.53572108881212;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;14.53627019671409
17;7;21.16695567108183 -1.129700489265080;21.16695567108183 -1.129700489265080;21.16695567108183 -1.129700489265080;19.91235627929372;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;21.19708082677870
17;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;43.85027399923015
17;9;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;13.69956412512603;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;7.671230711659621
17;10;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;21.52050898379198;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;34.28340248200496
17;11;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;20.40630493096825;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;24.56291501990514
17;12;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;18.49497479378925;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;17.20860343452430
17;13;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;21.11418330688964;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;29.46199530897836
17;14;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;18.95880385204291;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;20.63724917546790
17;15;-10.18141520381865 -7.925532297628481;-10.14648161242030 -6.785441085290036;-10.18141520381865 -7.925532297628481;17.56756936787333;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;12.20628116311947
17;16;-14.01351399458314 14.48576293514566;-14.01351399458314 14.48576293514566;-14.01351399458314 14.48576293514566;20.56156651490194;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;20.15479849290529
17;17;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;21.01303470681580;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;29.55937647356441
17;18;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;14.77915653623989;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;9.459075291730533
17;19;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;21.95405449236174;-1.661662655478228 2.192411774975142;8.247060496256562;19.29429939815378;3.233336472656896;38.15875754883434
18;0;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;20.56989681496528;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;18.91570446807679
18;1;3.815025211754132 21.16086662814876;3.815025211754132 21.16086662814876;4.058386101385703 20.96663532214607;19.14171099827978;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;21.50201604084183
18;2;-29.53904670121764 8.488089202411631;-29.53904670121764 8.488089202411631;-30.13427440820803 8.463993963484953;21.62266303317064;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;30.73439341071845
18;3;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;20.14075206974853;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;15.59053277487532
18;4;-1.815012060851916 2.487332980941444;-1.815012060851916 2.487332980941444;-1.661662655478228 2.192411774975142;8.247060496256562;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;3.079138538474190
18;5;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;21.98062557936192;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;29.82919232200773
18;6;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;19.53572108881212;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;14.53627019671409
18;7;21.16695567108183 -1.129700489265080;21.16695567108183 -1.129700489265080;21.16695567108183 -1.129700489265080;19.91235627929372;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;21.19708082677870
18;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;43.85027399923015
18;9;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;13.69956412512603;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;7.671230711659621
18;10;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;21.52050898379198;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;34.28340248200496
18;11;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;20.40630493096825;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;24.56291501990514
18;12;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;18.49497479378925;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;17.20860343452430
18;13;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;-29.15245547307014 4.259519629832163;21.11418330688964;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;29.46199530897836
18;14;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;18.95880385204291;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;20.63724917546790
18;15;-10.14648161242030 -6.785441085290036;-9.983727979839646 -6.980445674068357;-9.983727979839646 -6.980445674068357;16.44596710011549;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;12.18201322376776
18;16;-14.01351399458314 14.48576293514566;-14.01351399458314 14.48576293514566;-14.01351399458314 14.48576293514566;20.56156651490194;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;20.15479849290529
18;17;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;21.01303470681580;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;29.55937647356441
18;18;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;14.77915653623989;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;9.459075291730533
18;19;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;21.95405449236174;-1.661662655478228 2.192411774975142;8.247060496256562;19.23421920790979;3.274281482042583;38.15875754883434
19;0;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;20.56989681496528;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;18.91570446807679
19;1;3.815025211754132 21.16086662814876;3.815025211754132 21.16086662814876;4.058386101385703 20.96663532214607;19.14171099827978;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;21.50201604084183
19;2;-29.53904670121764 8.488089202411631;-29.53904670121764 8.488089202411631;-30.13427440820803 8.463993963484953;21.62266303317064;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;30.73439341071845
19;3;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;15.51520804204913 1.530696448155403;20.14075206974853;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;15.59053277487532
19;4;-1.815012060851916 2.487332980941444;-1.815012060851916 2.487332980941444;-1.661662655478228 2.192411774975142;8.247060496256562;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;3.079138538474190
19;5;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;21.98062557936192;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;29.82919232200773
19;6;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;19.53572108881212;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;14.53627019671409
19;7;21.16695567108183 -1.129700489265080;21.16695567108183 -1.129700489265080;21.16695567108183 -1.129700489265080;19.91235627929372;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;21.19708082677870
19;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;43.85027399923015
19;9;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;13.69956412512603;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;7.671230711659621
19;10;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;21.52050898379198;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;34.28340248200496
19;11;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;20.40630493096825;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;24.56291501990514
19;12;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;18.49497479378925;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;17.20860343452430
19;13;-29.15245547307014 4.259519629832163;-28.69651750410511 4.086034521396603;-28.69651750410511 4.086034521396603;21.08466507978184;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;28.98595858296661
19;14;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;18.95880385204291;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;20.63724917546790
19;15;-9.983727979839646 -6.980445674068357;-9.983727979839646 -6.980445674068357;-9.983727979839646 -6.980445674068357;16.44596710011549;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;12.18201322376776
19;16;-14.01351399458314 14.48576293514566;-14.11790587939755 15.22421656249127;-14.11790587939755 15.22421656249127;20.08935456664642;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;20.76275599146610
19;17;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;21.01303470681580;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;29.55937647356441
19;18;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;14.77915653623989;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;9.459075291730533
19;19;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;21.95405449236174;-1.661662655478228 2.192411774975142;8.247060496256562;19.20913269914162;3.265463889971481;38.15875754883434
20;0;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;20.56989681496528;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;18.91570446807679
20;1;3.815025211754132 21.16086662814876;3.815025211754132 21.16086662814876;4.058386101385703 20.96663532214607;19.14171099827978;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;21.50201604084183
20;2;-29.53904670121764 8.488089202411631;-29.53904670121764 8.488089202411631;-30.13427440820803 8.463993963484953;21.62266303317064;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;30.73439341071845
20;3;15.51520804204913 1.530696448155403;15.61033424437028 1.786541992438582;15.61033424437028 1.786541992438582;19.78776303508934;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;15.71223305299746
20;4;-1.815012060851916 2.487332980941444;-1.815012060851916 2.487332980941444;-1.661662655478228 2.192411774975142;8.247060496256562;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;3.079138538474190
20;5;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;21.98062557936192;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;29.82919232200773
20;6;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;19.53572108881212;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;14.53627019671409
20;7;21.16695567108183 -1.129700489265080;21.16695567108183 -1.129700489265080;21.16695567108183 -1.129700489265080;19.91235627929372;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;21.19708082677870
20;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;43.85027399923015
20;9;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;13.69956412512603;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;7.671230711659621
20;10;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;21.52050898379198;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;34.28340248200496
20;11;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;20.40630493096825;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;24.56291501990514
20;12;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;18.49497479378925;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;17.20860343452430
20;13;-28.69651750410511 4.086034521396603;-28.69651750410511 4.086034521396603;-28.69651750410511 4.086034521396603;21.08466507978184;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;28.98595858296661
20;14;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;18.95880385204291;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;20.63724917546790
20;15;-9.983727979839646 -6.980445674068357;-9.983727979839646 -6.980445674068357;-9.983727979839646 -6.980445674068357;16.44596710011549;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;12.18201322376776
20;16;-14.11790587939755 15.22421656249127;-14.11790587939755 15.22421656249127;-14.11790587939755 15.22421656249127;20.08935456664642;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;20.76275599146610
20;17;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;21.01303470681580;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;29.55937647356441
20;18;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;14.77915653623989;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;9.459075291730533
20;19;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;21.95405449236174;-1.661662655478228 2.192411774975142;8.247060496256562;19.19148324740866;3.261332217708071;38.15875754883434
21;0;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;20.56989681496528;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;18.91570446807679
21;1;3.815025211754132 21.16086662814876;3.815025211754132 21.16086662814876;4.058386101385703 20.96663532214607;19.14171099827978;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;21.50201604084183
21;2;-29.53904670121764 8.488089202411631;-29.53904670121764 8.488089202411631;-30.13427440820803 8.463993963484953;21.62266303317064;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;30.73439341071845
21;3;15.61033424437028 1.786541992438582;15.61033424437028 1.786541992438582;15.61033424437028 1.786541992438582;19.78776303508934;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;15.71223305299746
21;4;-1.815012060851916 2.487332980941444;-1.815012060851916 2.487332980941444;-1.661662655478228 2.192411774975142;8.247060496256562;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;3.079138538474190
21;5;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;21.98062557936192;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;29.82919232200773
21;6;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;19.53572108881212;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;14.53627019671409
21;7;21.16695567108183 -1.129700489265080;21.47021234068534 -1.224424877989972;21.16695567108183 -1.129700489265080;19.91235627929372;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;21.50509786622600
21;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;43.85027399923015
21;9;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;-5.894916220115789 -4.908945242037799;13.69956412512603;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;7.671230711659621
21;10;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;24.13367152900785 24.34989906084006;21.52050898379198;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;34.28340248200496
21;11;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;22.80539325336843 9.124189434371658;20.40630493096825;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;24.56291501990514
21;12;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;-9.921153280840795 14.06082322429180;18.49497479378925;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;17.20860343452430
21;13;-28.69651750410511 4.086034521396603;-28.69651750410511 4.086034521396603;-28.69651750410511 4.086034521396603;21.08466507978184;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;28.98595858296661
21;14;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;12.98912377190575 16.03679260851320;18.95880385204291;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;20.63724917546790
21;15;-9.983727979839646 -6.980445674068357;-9.983727979839646 -6.980445674068357;-9.983727979839646 -6.980445674068357;16.44596710011549;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;12.18201322376776
21;16;-14.11790587939755 15.22421656249127;-14.11790587939755 15.22421656249127;-14.11790587939755 15.22421656249127;20.08935456664642;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;20.76275599146610
21;17;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;-22.03671749399900 19.70126441616354;21.01303470681580;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;29.55937647356441
21;18;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;-5.030776273546366 -8.010330546247765;14.77915653623989;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;9.459075291730533
21;19;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;24.53975878940203 -29.22141365897084;21.95405449236174;-1.661662655478228 2.192411774975142;8.247060496256562;19.25086533025753;3.284646118225279;38.15875754883434
22;0;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;-16.25683680919964 -9.670529069429030;20.56989681496528;-1.661662655478228 2.192411774975142;8.247060496256562;19.23159943362020;3.272384299344874;18.91570446807679
22;1;3.815025211754132 21.16086662814876;3.815025211754132 21.16086662814876;4.058386101385703 20.96663532214607;19.14171099827978;-1.661662655478228 2.192411774975142;8.247060496256562;19.23159943362020;3.272384299344874;21.50201604084183
22;2;-29.53904670121764 8.488089202411631;-29.53904670121764 8.488089202411631;-30.13427440820803 8.463993963484953;21.62266303317064;-1.661662655478228 2.192411774975142;8.247060496256562;19.23159943362020;3.272384299344874;30.73439341071845
22;3;15.61033424437028 1.786541992438582;15.61033424437028 1.786541992438582;15.61033424437028 1.786541992438582;19.78776303508934;-1.661662655478228 2.192411774975142;8.247060496256562;19.23159943362020;3.272384299344874;15.71223305299746
22;4;-1.815012060851916 2.487332980941444;-1.815012060851916 2.487332980941444;-1.661662655478228 2.192411774975142;8.247060496256562;-1.661662655478228 2.192411774975142;8.247060496256562;19.23159943362020;3.272384299344874;3.079138538474190
22;5;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;25.41707098256534 -15.61259803013450;21.98062557936192;-1.661662655478228 2.192411774975142;8.247060496256562;19.23159943362020;3.272384299344874;29.82919232200773
22;6;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;11.65503792602562 -8.686958165824361;19.53572108881212;-1.661662655478228 2.192411774975142;8.247060496256562;19.23159943362020;3.272384299344874;14.53627019671409
22;7;21.47021234068534 -1.224424877989972;21.47021234068534 -1.224424877989972;21.16695567108183 -1.129700489265080;19.91235627929372;-1.661662655478228 2.192411774975142;8.247060496256562;19.23159943362020;3.272384299344874;21.50509786622600
22;8;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;30.53565443919148 -31.47094434200928;22.30213586276853;-1.661662655478228 2.192411774975142;8.247060496256562;19.23159943362020;3.272384299344874;43.85027399923015
